year,qtr,cbsa,low,high
2020,2,15940,1.47,1.61
2020,2,15980,2.06,2.51
2020,2,16020,1.25,1.35
2020,2,16060,.51,1.02
2020,2,16180,1.14,1.25
2020,2,16220,1.61,1.79
2020,2,16300,1.14,1.25
2020,2,16540,1.47,1.61
2020,2,16580,.51,1.02
2020,2,16620,.51,1.02
2020,2,16700,2.06,2.51
2020,2,16740,1.47,1.61
2020,2,16820,1.47,1.61
2020,2,16860,1.47,1.61
2020,2,16940,1.61,1.79
2020,2,16980,1.25,1.35
2020,2,17020,1.79,2.06
2020,2,17140,1.14,1.25
2020,2,17300,2.51,
2020,2,17420,1.47,1.61
2020,2,17460,1.02,1.14
2020,2,17660,2.51,
2020,2,17780,1.02,1.14
2020,2,17820,2.51,
2020,2,17860,1.02,1.14
2020,2,17900,1.47,1.61
2020,2,17980,1.61,1.79
2020,2,18020,1.02,1.14
2020,2,18140,1.25,1.35
2020,2,18580,1.35,1.47
2020,2,18700,1.61,1.79
2020,2,18880,2.51,
2020,2,19060,1.35,1.47
2020,2,19100,1.14,1.25
2020,2,19140,1.02,1.14
2020,2,19180,.51,1.02
2020,2,19300,2.51,
2020,2,19340,1.14,1.25
2020,2,19380,1.25,1.35
2020,2,19460,1.25,1.35
2020,2,19500,.51,1.02
2020,2,19660,2.51,
2020,2,19740,1.61,1.79
2020,2,19780,1.14,1.25
2020,2,19820,1.25,1.35
2020,2,20020,1.61,1.79
2020,2,20100,2.06,2.51
2020,2,20220,1.02,1.14
2020,2,20260,1.35,1.47
2020,2,20500,1.02,1.14
2020,2,20700,2.06,2.51
2020,2,20740,1.25,1.35
2020,2,20940,1.79,2.06
2020,2,21060,1.79,2.06
2020,2,21140,.51,1.02
2020,2,21300,1.25,1.35
2020,2,21340,1.47,1.61
2020,2,21500,1.02,1.14
2020,2,21660,1.79,2.06
2020,2,21780,1.14,1.25
2020,2,21820,1.79,2.06
2020,2,22020,1.14,1.25
2020,2,22140,1.61,1.79
2020,2,22180,2.06,2.51
2020,2,22220,1.02,1.14
2020,2,22380,1.61,1.79
2020,2,22420,1.79,2.06
2020,2,22500,1.14,1.25
2020,2,22520,1.61,1.79
2020,2,22540,1.35,1.47
2020,2,22660,2.06,2.51
2020,2,22900,1.14,1.25
2020,2,23060,1.25,1.35
2020,2,23420,1.47,1.61
2020,2,23460,1.79,2.06
2020,2,23540,1.02,1.14
2020,2,23580,1.35,1.47
2020,2,23900,2.51,
2020,2,24020,1.47,1.61
2020,2,24140,1.61,1.79
2020,2,24220,1.25,1.35
2020,2,24260,1.14,1.25
2020,2,24300,2.06,2.51
2020,2,24340,1.25,1.35
2020,2,24420,2.51,
2020,2,24500,1.79,2.06
2020,2,24540,2.51,
2020,2,24580,1.14,1.25
2020,2,24660,1.25,1.35
2020,2,24780,1.35,1.47
2020,2,24860,1.47,1.61
2020,2,25060,1.47,1.61
2020,2,25180,2.06,2.51
2020,2,25220,2.06,2.51
2020,2,25260,1.61,1.79
2020,2,25420,1.02,1.14
2020,2,25500,1.14,1.25
2020,2,25540,1.14,1.25
2020,2,25620,1.47,1.61
2020,2,25860,1.47,1.61
2020,2,25940,2.51,
2020,2,25980,2.51,
2020,2,26140,2.51,
2020,2,26300,1.47,1.61
2020,2,26380,1.25,1.35
2020,2,26420,1.14,1.25
2020,2,26580,1.25,1.35
2020,2,26620,1.14,1.25
2020,2,26820,1.35,1.47
2020,2,26900,1.14,1.25
2020,2,26980,1.25,1.35
2020,2,27060,.51,1.02
2020,2,27100,1.35,1.47
2020,2,27140,1.35,1.47
2020,2,27180,1.02,1.14
2020,2,27260,1.79,2.06
2020,2,27340,2.51,
2020,2,27500,1.14,1.25
2020,2,27620,1.02,1.14
2020,2,27740,1.61,1.79
2020,2,27780,1.25,1.35
2020,2,27860,1.35,1.47
2020,2,27900,1.25,1.35
2020,2,27980,2.51,
2020,2,28020,1.25,1.35
2020,2,28100,1.25,1.35
2020,2,28140,1.25,1.35
2020,2,28420,1.61,1.79
2020,2,28660,1.79,2.06
2020,2,28700,1.47,1.61
2020,2,28740,2.06,2.51
2020,2,28940,1.35,1.47
2020,2,29020,1.14,1.25
2020,2,29100,1.02,1.14
2020,2,29180,1.47,1.61
2020,2,29200,1.25,1.35
2020,2,29340,1.02,1.14
2020,2,29420,2.51,
2020,2,29460,1.79,2.06
2020,2,29540,1.35,1.47
2020,2,29620,1.02,1.14
2020,2,29700,1.02,1.14
2020,2,29740,1.79,2.06
2020,2,29820,2.06,2.51
2020,2,29940,1.35,1.47
2020,2,30020,1.79,2.06
2020,2,30140,1.79,2.06
2020,2,30300,1.79,2.06
2020,2,30340,1.25,1.35
2020,2,30460,1.14,1.25
2020,2,30620,.51,1.02
2020,2,30700,1.14,1.25
2020,2,30780,1.35,1.47
2020,2,30860,1.61,1.79
2020,2,30980,1.14,1.25
2020,2,31020,2.06,2.51
2020,2,31080,1.79,2.06
2020,2,31140,1.14,1.25
2020,2,31180,1.14,1.25
2020,2,31340,1.61,1.79
2020,2,31420,1.14,1.25
2020,2,31460,1.79,2.06
2020,2,31540,1.02,1.14
2020,2,31700,1.35,1.47
2020,2,31740,1.35,1.47
2020,2,31860,1.47,1.61
2020,2,31900,1.35,1.47
2020,2,32580,1.35,1.47
2020,2,32780,2.06,2.51
2020,2,32820,1.02,1.14
2020,2,32900,1.79,2.06
2020,2,33100,1.61,1.79
2020,2,33140,1.61,1.79
2020,2,33220,1.14,1.25
2020,2,33260,.51,1.02
2020,2,33340,1.14,1.25
2020,2,33460,1.35,1.47
2020,2,33540,1.61,1.79
2020,2,33660,1.14,1.25
2020,2,33700,1.79,2.06
2020,2,33740,1.47,1.61
2020,2,33780,2.51,
2020,2,33860,1.47,1.61
2020,2,34060,1.14,1.25
2020,2,34100,1.61,1.79
2020,2,34580,2.06,2.51
2020,2,34620,1.02,1.14
2020,2,34740,1.35,1.47
2020,2,34820,2.51,
2020,2,34900,2.06,2.51
2020,2,34940,2.51,
2020,2,34980,1.47,1.61
2020,2,35100,1.79,2.06
2020,2,35300,1.25,1.35
2020,2,35380,1.47,1.61
2020,2,35620,1.14,1.25
2020,2,35660,1.47,1.61
2020,2,35840,2.51,
2020,2,35980,1.35,1.47
2020,2,36100,2.06,2.51
2020,2,36140,2.51,
2020,2,36220,1.02,1.14
2020,2,36260,2.06,2.51
2020,2,36420,1.14,1.25
2020,2,36500,2.06,2.51
2020,2,36540,1.25,1.35
2020,2,36740,1.61,1.79
2020,2,36780,.51,1.02
2020,2,36980,1.25,1.35
2020,2,37100,2.51,
2020,2,37340,1.79,2.06
2020,2,37460,1.61,1.79
2020,2,37620,1.25,1.35
2020,2,37860,2.06,2.51
2020,2,37900,1.02,1.14
2020,2,37980,1.35,1.47
2020,2,38060,1.61,1.79
2020,2,38220,1.02,1.14
2020,2,38300,1.02,1.14
2020,2,38340,1.25,1.35
2020,2,38540,1.79,2.06
2020,2,38860,1.79,2.06
2020,2,38900,1.61,1.79
2020,2,38940,2.51,
2020,2,39140,2.51,
2020,2,39300,1.79,2.06
2020,2,39340,2.06,2.51
2020,2,39380,1.61,1.79
2020,2,39460,2.51,
2020,2,39540,1.61,1.79
2020,2,39580,1.61,1.79
2020,2,39660,1.79,2.06
2020,2,39740,1.47,1.61
2020,2,39820,2.06,2.51
2020,2,39900,1.79,2.06
2020,2,40060,1.47,1.61
2020,2,40140,2.51,
2020,2,40220,1.35,1.47
2020,2,40340,1.02,1.14
2020,2,40380,1.02,1.14
2020,2,40420,1.14,1.25
2020,2,40580,1.35,1.47
2020,2,40660,1.14,1.25
2020,2,40900,1.79,2.06
2020,2,40980,1.02,1.14
2020,2,41060,1.14,1.25
2020,2,41100,2.51,
2020,2,41140,1.02,1.14
2020,2,41180,1.25,1.35
2020,2,41420,1.61,1.79
2020,2,41500,1.79,2.06
2020,2,41540,2.51,
2020,2,41620,1.25,1.35
2020,2,41660,1.61,1.79
2020,2,41700,1.61,1.79
2020,2,41740,2.06,2.51
2020,2,41860,1.35,1.47
2020,2,41940,.51,1.02
2020,2,42020,2.51,
2020,2,42100,2.51,
2020,2,42140,2.51,
2020,2,42200,1.79,2.06
2020,2,42220,2.51,
2020,2,42340,1.61,1.79
2020,2,42540,1.02,1.14
2020,2,42660,1.35,1.47
2020,2,42680,2.06,2.51
2020,2,42700,2.06,2.51
2020,2,43100,.51,1.02
2020,2,43300,1.61,1.79
2020,2,43340,1.61,1.79
2020,2,43420,1.79,2.06
2020,2,43580,.51,1.02
2020,2,43620,1.14,1.25
2020,2,43780,1.25,1.35
2020,2,43900,1.35,1.47
2020,2,44060,1.79,2.06
2020,2,44100,.51,1.02
2020,2,44140,1.25,1.35
2020,2,44180,1.35,1.47
2020,2,44220,1.61,1.79
2020,2,44300,1.35,1.47
2020,2,44420,1.79,2.06
2020,2,44700,2.06,2.51
2020,2,44940,1.79,2.06
2020,2,45060,.51,1.02
2020,2,45220,1.25,1.35
2020,2,45300,1.61,1.79
2020,2,45460,1.02,1.14
2020,2,45500,1.14,1.25
2020,2,45540,2.51,
2020,2,45780,1.14,1.25
2020,2,45820,.51,1.02
2020,2,45940,.51,1.02
2020,2,46060,1.79,2.06
2020,2,46140,1.25,1.35
2020,2,46220,1.25,1.35
2020,2,46340,1.25,1.35
2020,2,46520,2.06,2.51
2020,2,46540,1.14,1.25
2020,2,46660,1.61,1.79
2020,2,46700,2.51,
2020,2,47020,1.35,1.47
2020,2,47220,1.25,1.35
2020,2,47260,2.06,2.51
2020,2,47300,1.61,1.79
2020,2,47380,.51,1.02
2020,2,47460,1.61,1.79
2020,2,47580,1.79,2.06
2020,2,47900,1.61,1.79
2020,2,47940,1.02,1.14
2020,2,48060,1.47,1.61
2020,2,48140,.51,1.02
2020,2,48260,1.47,1.61
2020,2,48300,1.79,2.06
2020,2,48540,1.02,1.14
2020,2,48620,1.25,1.35
2020,2,48660,1.25,1.35
2020,2,48700,1.25,1.35
2020,2,48900,1.79,2.06
2020,2,49020,1.79,2.06
2020,2,49180,1.47,1.61
2020,2,49340,1.79,2.06
2020,2,49420,1.35,1.47
2020,2,49620,1.79,2.06
2020,2,49660,1.35,1.47
2020,2,49700,2.06,2.51
2020,2,49740,1.79,2.06
2020,3,10180,1.25,1.35
2020,3,10420,1.25,1.35
2020,3,10500,1.02,1.14
2020,3,10540,2.06,2.51
2020,3,10580,1.14,1.25
2020,3,10740,1.61,1.79
2020,3,10780,1.35,1.47
2020,3,10900,1.47,1.61
2020,3,11020,1.02,1.14
2020,3,11100,1.14,1.25
2020,3,11180,.51,1.02
2020,3,11260,1.79,2.06
2020,3,11460,.51,1.02
2020,3,11500,1.25,1.35
2020,3,11540,1.14,1.25
2020,3,11700,1.79,2.06
2020,3,12020,1.25,1.35
2020,3,12060,1.47,1.61
2020,3,12100,1.35,1.47
2020,3,12220,2.06,2.51
2020,3,12260,1.47,1.61
2020,3,12420,1.35,1.47
2020,3,12540,1.61,1.79
2020,3,12580,1.61,1.79
2020,3,12620,1.35,1.47
2020,3,12700,2.51,
2020,3,12940,1.35,1.47
2020,3,12980,.51,1.02
2020,3,13020,1.47,1.61
2020,3,13140,1.02,1.14
2020,3,13220,1.47,1.61
2020,3,13380,2.06,2.51
2020,3,13460,2.06,2.51
2020,3,13740,1.61,1.79
2020,3,13780,1.02,1.14
2020,3,13820,1.35,1.47
2020,3,13900,1.47,1.61
2020,3,13980,1.35,1.47
2020,3,14010,1.02,1.14
2020,3,14020,1.35,1.47
2020,3,14100,.51,1.02
2020,3,14260,1.79,2.06
2020,3,14460,1.14,1.25
2020,3,14500,1.47,1.61
2020,3,14540,1.35,1.47
2020,3,14740,2.51,
2020,3,14860,1.61,1.79
2020,3,15180,1.14,1.25
2020,3,15260,1.79,2.06
2020,3,15380,1.02,1.14
2020,3,15500,1.79,2.06
2020,3,15540,1.35,1.47
2020,3,15680,1.79,2.06
2020,3,15940,1.47,1.61
2020,3,15980,2.06,2.51
2020,3,16020,1.25,1.35
2020,3,16060,.51,1.02
2020,3,16180,1.14,1.25
2020,3,16220,1.61,1.79
2020,3,16300,1.25,1.35
2020,3,16540,1.35,1.47
2020,3,16580,.51,1.02
2020,3,16620,.51,1.02
2020,3,16700,2.06,2.51
2020,3,16740,1.47,1.61
2020,3,16820,1.61,1.79
2020,3,16860,1.35,1.47
2020,3,16940,1.61,1.79
2020,3,16980,1.25,1.35
2020,3,17020,1.79,2.06
2020,3,17140,1.14,1.25
2020,3,17300,2.51,
2020,3,17420,1.47,1.61
2020,3,17460,1.02,1.14
2020,3,17660,2.51,
2020,3,17780,1.14,1.25
2020,3,17820,2.06,2.51
2020,3,17860,1.02,1.14
2020,3,17900,1.47,1.61
2020,3,17980,1.61,1.79
2020,3,18020,.51,1.02
2020,3,18140,1.14,1.25
2020,3,18580,1.35,1.47
2020,3,18700,1.79,2.06
2020,3,18880,2.51,
2020,3,19060,1.35,1.47
2020,3,19100,1.14,1.25
2020,3,19140,.51,1.02
2020,3,19180,1.02,1.14
2020,3,19300,2.51,
2020,3,19340,1.02,1.14
2020,3,19380,1.14,1.25
2020,3,19460,1.25,1.35
2020,3,19500,.51,1.02
2020,3,19660,2.51,
2020,3,19740,1.61,1.79
2020,3,19780,1.14,1.25
2020,3,19820,1.14,1.25
2020,3,20020,1.61,1.79
2020,3,20100,2.06,2.51
2020,3,20220,1.02,1.14
2020,3,20260,1.35,1.47
2020,3,20500,1.02,1.14
2020,3,20700,2.06,2.51
2020,3,20740,1.35,1.47
2020,3,20940,1.61,1.79
2020,3,21060,1.79,2.06
2020,3,21140,.51,1.02
2020,3,21300,1.25,1.35
2020,3,21340,1.47,1.61
2020,3,21500,.51,1.02
2020,3,21660,1.79,2.06
2020,3,21780,1.14,1.25
2020,3,21820,2.06,2.51
2020,3,22020,1.14,1.25
2020,3,22140,1.47,1.61
2020,3,22180,2.06,2.51
2020,3,22220,1.25,1.35
2020,3,22380,1.47,1.61
2020,3,22420,1.61,1.79
2020,3,22500,1.14,1.25
2020,3,22520,1.61,1.79
2020,3,22540,1.35,1.47
2020,3,22660,2.06,2.51
2020,3,22900,1.14,1.25
2020,3,23060,1.25,1.35
2020,3,23420,1.61,1.79
2020,3,23460,1.79,2.06
2020,3,23540,1.02,1.14
2020,3,23580,1.47,1.61
2020,3,23900,2.06,2.51
2020,3,24020,1.35,1.47
2020,3,24140,1.47,1.61
2020,3,24220,1.25,1.35
2020,3,24260,1.14,1.25
2020,3,24300,2.06,2.51
2020,3,24340,1.14,1.25
2020,3,24420,2.51,
2020,3,24500,1.79,2.06
2020,3,24540,2.51,
2020,3,24580,1.14,1.25
2020,3,24660,1.25,1.35
2020,3,24780,1.25,1.35
2020,3,24860,1.47,1.61
2020,3,25060,1.47,1.61
2020,3,25180,2.06,2.51
2020,3,25220,2.06,2.51
2020,3,25260,1.61,1.79
2020,3,25420,.51,1.02
2020,3,25500,1.02,1.14
2020,3,25540,1.14,1.25
2020,3,25620,1.47,1.61
2020,3,25860,1.47,1.61
2020,3,25940,2.51,
2020,3,25980,2.51,
2020,3,26140,2.51,
2020,3,26300,1.61,1.79
2020,3,26380,1.35,1.47
2020,3,26420,1.14,1.25
2020,3,26580,1.25,1.35
2020,3,26620,1.14,1.25
2020,3,26820,1.35,1.47
2020,3,26900,1.25,1.35
2020,3,26980,1.25,1.35
2020,3,27060,.51,1.02
2020,3,27100,1.35,1.47
2020,3,27140,1.35,1.47
2020,3,27180,.51,1.02
2020,3,27260,1.79,2.06
2020,3,27340,2.51,
2020,3,27500,1.14,1.25
2020,3,27620,1.02,1.14
2020,3,27740,1.61,1.79
2020,3,27780,1.25,1.35
2020,3,27860,1.25,1.35
2020,3,27900,1.25,1.35
2020,3,27980,2.51,
2020,3,28020,1.25,1.35
2020,3,28100,1.14,1.25
2020,3,28140,1.25,1.35
2020,3,28420,1.61,1.79
2020,3,28660,2.06,2.51
2020,3,28700,1.35,1.47
2020,3,28740,2.06,2.51
2020,3,28940,1.25,1.35
2020,3,29020,.51,1.02
2020,3,29100,1.14,1.25
2020,3,29180,1.47,1.61
2020,3,29200,1.14,1.25
2020,3,29340,1.02,1.14
2020,3,29420,2.51,
2020,3,29460,2.06,2.51
2020,3,29540,1.35,1.47
2020,3,29620,1.14,1.25
2020,3,29700,1.02,1.14
2020,3,29740,1.79,2.06
2020,3,29820,1.79,2.06
2020,3,29940,1.47,1.61
2020,3,30020,1.61,1.79
2020,3,30140,1.61,1.79
2020,3,30300,1.79,2.06
2020,3,30340,1.25,1.35
2020,3,30460,1.14,1.25
2020,3,30620,.51,1.02
2020,3,30700,1.25,1.35
2020,3,30780,1.35,1.47
2020,3,30860,1.79,2.06
2020,3,30980,1.25,1.35
2020,3,31020,2.06,2.51
2020,3,31080,1.79,2.06
2020,3,31140,1.02,1.14
2020,3,31180,1.14,1.25
2020,3,31340,1.61,1.79
2020,3,31420,1.14,1.25
2020,3,31460,1.79,2.06
2020,3,31540,1.14,1.25
2020,3,31700,1.35,1.47
2020,3,31740,1.35,1.47
2020,3,31860,1.35,1.47
2020,3,31900,1.25,1.35
2020,3,32580,1.35,1.47
2020,3,32780,2.06,2.51
2020,3,32820,1.14,1.25
2020,3,32900,1.79,2.06
2020,3,33100,1.61,1.79
2020,3,33140,1.61,1.79
2020,3,33220,.51,1.02
2020,3,33260,1.02,1.14
2020,3,33340,1.14,1.25
2020,3,33460,1.35,1.47
2020,3,33540,1.79,2.06
2020,3,33660,1.14,1.25
2020,3,33700,1.79,2.06
2020,3,33740,1.35,1.47
2020,3,33780,2.06,2.51
2020,3,33860,1.35,1.47
2020,3,34060,1.14,1.25
2020,3,34100,1.61,1.79
2020,3,34580,1.79,2.06
2020,3,34620,.51,1.02
2020,3,34740,1.35,1.47
2020,3,34820,2.51,
2020,3,34900,1.79,2.06
2020,3,34940,2.51,
2020,3,34980,1.47,1.61
2020,3,35100,2.06,2.51
2020,3,35300,1.35,1.47
2020,3,35380,1.47,1.61
2020,3,35620,1.14,1.25
2020,3,35660,1.35,1.47
2020,3,35840,2.06,2.51
2020,3,35980,1.25,1.35
2020,3,36100,2.06,2.51
2020,3,36140,2.51,
2020,3,36220,1.25,1.35
2020,3,36260,2.06,2.51
2020,3,36420,1.25,1.35
2020,3,36500,2.06,2.51
2020,3,36540,1.25,1.35
2020,3,36740,1.61,1.79
2020,3,36780,.51,1.02
2020,3,36980,1.14,1.25
2020,3,37100,2.51,
2020,3,37340,1.79,2.06
2020,3,37460,1.61,1.79
2020,3,37620,1.14,1.25
2020,3,37860,2.06,2.51
2020,3,37900,1.02,1.14
2020,3,37980,1.35,1.47
2020,3,38060,1.61,1.79
2020,3,38220,1.14,1.25
2020,3,38300,1.02,1.14
2020,3,38340,1.25,1.35
2020,3,38540,1.79,2.06
2020,3,38860,1.79,2.06
2020,3,38900,1.61,1.79
2020,3,38940,2.51,
2020,3,39140,2.51,
2020,3,39300,1.61,1.79
2020,3,39340,2.06,2.51
2020,3,39380,1.61,1.79
2020,3,39460,2.51,
2020,3,39540,1.61,1.79
2020,3,39580,1.61,1.79
2020,3,39660,1.79,2.06
2020,3,39740,1.35,1.47
2020,3,39820,2.06,2.51
2020,3,39900,1.79,2.06
2020,3,40060,1.47,1.61
2020,3,40140,2.51,
2020,3,40220,1.35,1.47
2020,3,40340,1.14,1.25
2020,3,40380,1.02,1.14
2020,3,40420,1.14,1.25
2020,3,40580,1.47,1.61
2020,3,40660,1.14,1.25
2020,3,40900,1.79,2.06
2020,3,40980,1.02,1.14
2020,3,41060,1.14,1.25
2020,3,41100,2.51,
2020,3,41140,1.02,1.14
2020,3,41180,1.25,1.35
2020,3,41420,1.61,1.79
2020,3,41500,1.79,2.06
2020,3,41540,2.51,
2020,3,41620,1.25,1.35
2020,3,41660,1.61,1.79
2020,3,41700,1.61,1.79
2020,3,41740,2.06,2.51
2020,3,41860,1.35,1.47
2020,3,41940,.51,1.02
2020,3,42020,2.51,
2020,3,42100,2.51,
2020,3,42140,2.51,
2020,3,42200,1.79,2.06
2020,3,42220,2.06,2.51
2020,3,42340,1.79,2.06
2020,3,42540,1.02,1.14
2020,3,42660,1.35,1.47
2020,3,42680,2.06,2.51
2020,3,42700,2.06,2.51
2020,3,43100,.51,1.02
2020,3,43300,1.61,1.79
2020,3,43340,1.61,1.79
2020,3,43420,1.79,2.06
2020,3,43580,.51,1.02
2020,3,43620,1.25,1.35
2020,3,43780,1.25,1.35
2020,3,43900,1.35,1.47
2020,3,44060,1.79,2.06
2020,3,44100,.51,1.02
2020,3,44140,1.35,1.47
2020,3,44180,1.35,1.47
2020,3,44220,1.61,1.79
2020,3,44300,1.14,1.25
2020,3,44420,1.79,2.06
2020,3,44700,2.06,2.51
2020,3,44940,1.79,2.06
2020,3,45060,.51,1.02
2020,3,45220,1.25,1.35
2020,3,45300,1.61,1.79
2020,3,45460,1.02,1.14
2020,3,45500,1.14,1.25
2020,3,45540,2.51,
2020,3,45780,1.02,1.14
2020,3,45820,.51,1.02
2020,3,45940,.51,1.02
2020,3,46060,1.79,2.06
2020,3,46140,1.25,1.35
2020,3,46220,1.25,1.35
2020,3,46340,1.35,1.47
2020,3,46520,2.06,2.51
2020,3,46540,1.02,1.14
2020,3,46660,1.47,1.61
2020,3,46700,2.51,
2020,3,47020,1.47,1.61
2020,3,47220,1.25,1.35
2020,3,47260,2.06,2.51
2020,3,47300,1.79,2.06
2020,3,47380,.51,1.02
2020,3,47460,1.61,1.79
2020,3,47580,1.79,2.06
2020,3,47900,1.61,1.79
2020,3,47940,1.02,1.14
2020,3,48060,1.35,1.47
2020,3,48140,.51,1.02
2020,3,48260,1.47,1.61
2020,3,48300,1.79,2.06
2020,3,48540,1.02,1.14
2020,3,48620,1.25,1.35
2020,3,48660,1.25,1.35
2020,3,48700,1.25,1.35
2020,3,48900,1.79,2.06
2020,3,49020,1.79,2.06
2020,3,49180,1.47,1.61
2020,3,49340,1.79,2.06
2020,3,49420,1.35,1.47
2020,3,49620,1.61,1.79
2020,3,49660,1.25,1.35
2020,3,49700,2.51,
2020,3,49740,1.79,2.06
2020,4,10180,1.25,1.35
2020,4,10420,1.14,1.25
2020,4,10500,1.02,1.14
2020,4,10540,1.79,2.06
2020,4,10580,1.14,1.25
2020,4,10740,1.61,1.79
2020,4,10780,1.25,1.35
2020,4,10900,1.35,1.47
2020,4,11020,.51,1.02
2020,4,11100,1.02,1.14
2020,4,11180,.51,1.02
2020,4,11260,1.79,2.06
2020,4,11460,.51,1.02
2020,4,11500,1.25,1.35
2020,4,11540,1.02,1.14
2020,4,11700,1.79,2.06
2020,4,12020,1.25,1.35
2020,4,12060,1.47,1.61
2020,4,12100,1.25,1.35
2020,4,12220,2.06,2.51
2020,4,12260,1.47,1.61
2020,4,12420,1.35,1.47
2020,4,12540,1.61,1.79
2020,4,12580,1.61,1.79
2020,4,12620,1.25,1.35
2020,4,12700,2.51,
2020,4,12940,1.35,1.47
2020,4,12980,.51,1.02
2020,4,13020,1.35,1.47
2020,4,13140,1.02,1.14
2020,4,13220,1.35,1.47
2020,4,13380,2.06,2.51
2020,4,13460,2.06,2.51
2020,4,13740,1.47,1.61
2020,4,13780,.51,1.02
2020,4,13820,1.25,1.35
2020,4,13900,1.47,1.61
2020,4,13980,1.25,1.35
2020,4,14010,1.14,1.25
2020,4,14020,1.25,1.35
2020,4,14100,.51,1.02
2020,4,14260,1.79,2.06
2020,4,14460,1.14,1.25
2020,4,14500,1.35,1.47
2020,4,14540,1.25,1.35
2020,4,14740,2.51,
2020,4,14860,1.61,1.79
2020,4,15180,1.14,1.25
2020,4,15260,1.79,2.06
2020,4,15380,.51,1.02
2020,4,15500,1.79,2.06
2020,4,15540,1.25,1.35
2020,4,15680,1.79,2.06
2020,4,15940,1.35,1.47
2020,4,15980,2.06,2.51
2020,4,16020,1.14,1.25
2020,4,16060,.51,1.02
2020,4,16180,1.02,1.14
2020,4,16220,1.61,1.79
2020,4,16300,1.14,1.25
2020,4,16540,1.35,1.47
2020,4,16580,.51,1.02
2020,4,16620,.51,1.02
2020,4,16700,2.06,2.51
2020,4,16740,1.47,1.61
2020,4,16820,1.47,1.61
2020,4,16860,1.35,1.47
2020,4,16940,1.61,1.79
2020,4,16980,1.14,1.25
2020,4,17020,1.79,2.06
2020,4,17140,1.14,1.25
2020,4,17300,2.51,
2020,4,17420,1.47,1.61
2020,4,17460,1.02,1.14
2020,4,17660,2.51,
2020,4,17780,1.14,1.25
2020,4,17820,2.06,2.51
2020,4,17860,1.02,1.14
2020,4,17900,1.47,1.61
2020,4,17980,1.61,1.79
2020,4,18020,.51,1.02
2020,4,18140,1.14,1.25
2020,4,18580,1.25,1.35
2020,4,18700,1.79,2.06
2020,4,18880,2.06,2.51
2020,4,19060,1.25,1.35
2020,4,19100,1.14,1.25
2020,4,19140,.51,1.02
2020,4,19180,.51,1.02
2020,4,19300,2.51,
2020,4,19340,1.02,1.14
2020,4,19380,1.02,1.14
2020,4,19460,1.14,1.25
2020,4,19500,.51,1.02
2020,4,19660,2.51,
2020,4,19740,1.61,1.79
2020,4,19780,1.14,1.25
2020,4,19820,1.14,1.25
2020,4,20020,1.47,1.61
2020,4,20100,2.06,2.51
2020,4,20220,1.02,1.14
2020,4,20260,1.25,1.35
2020,4,20500,.51,1.02
2020,4,20700,2.06,2.51
2020,4,20740,1.35,1.47
2020,4,20940,1.61,1.79
2020,4,21060,1.79,2.06
2020,4,21140,.51,1.02
2020,4,21300,1.02,1.14
2020,4,21340,1.47,1.61
2020,4,21500,1.02,1.14
2020,4,21660,1.79,2.06
2020,4,21780,1.02,1.14
2020,4,21820,1.79,2.06
2020,4,22020,1.14,1.25
2020,4,22140,1.47,1.61
2020,4,22180,2.06,2.51
2020,4,22220,1.14,1.25
2020,4,22380,1.61,1.79
2020,4,22420,1.61,1.79
2020,4,22500,1.14,1.25
2020,4,22520,1.47,1.61
2020,4,22540,1.25,1.35
2020,4,22660,2.06,2.51
2020,4,22900,1.02,1.14
2020,4,23060,1.14,1.25
2020,4,23420,1.47,1.61
2020,4,23460,1.61,1.79
2020,4,23540,1.02,1.14
2020,4,23580,1.35,1.47
2020,4,23900,2.06,2.51
2020,4,24020,1.35,1.47
2020,4,24140,1.47,1.61
2020,4,24220,1.25,1.35
2020,4,24260,1.02,1.14
2020,4,24300,2.06,2.51
2020,4,24340,1.14,1.25
2020,4,24420,2.51,
2020,4,24500,1.61,1.79
2020,4,24540,2.51,
2020,4,24580,1.14,1.25
2020,4,24660,1.25,1.35
2020,4,24780,1.25,1.35
2020,4,24860,1.47,1.61
2020,4,25060,1.47,1.61
2020,4,25180,2.06,2.51
2020,4,25220,2.06,2.51
2020,4,25260,1.47,1.61
2020,4,25420,.51,1.02
2020,4,25500,1.02,1.14
2020,4,25540,1.02,1.14
2020,4,25620,1.35,1.47
2020,4,25860,1.35,1.47
2020,4,25940,2.51,
2020,4,25980,2.51,
2020,4,26140,2.51,
2020,4,26300,1.47,1.61
2020,4,26380,1.35,1.47
2020,4,26420,1.14,1.25
2020,4,26580,1.25,1.35
2020,4,26620,1.14,1.25
2020,4,26820,1.35,1.47
2020,4,26900,1.14,1.25
2020,4,26980,1.25,1.35
2020,4,27060,.51,1.02
2020,4,27100,1.25,1.35
2020,4,27140,1.35,1.47
2020,4,27180,.51,1.02
2020,4,27260,1.79,2.06
2020,4,27340,2.51,
2020,4,27500,1.14,1.25
2020,4,27620,1.02,1.14
2020,4,27740,1.61,1.79
2020,4,27780,1.14,1.25
2020,4,27860,1.25,1.35
2020,4,27900,1.25,1.35
2020,4,27980,2.51,
2020,4,28020,1.14,1.25
2020,4,28100,1.14,1.25
2020,4,28140,1.14,1.25
2020,4,28420,1.47,1.61
2020,4,28660,1.79,2.06
2020,4,28700,1.35,1.47
